?city ?year ?population .
<http://dbpedia.org/resource/Newcastle-Maitland> "2012" "420850"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2012" "1834184"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2012" "286497"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2012" "4293416"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2012" "110855"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2012" "171824"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wollongong> "2012" "283243"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2011" "1198468"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2011" "1225235"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2011" "1977315"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2011" "2065996"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2011" "139693"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2011" "133911"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2011" "356585"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2011" "391645"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra-Queanbeyan> "2011" "404559"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Central%20Coast> "2011" "304753"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2011" "106255"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2011" "120584"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2011" "177023"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2011" "173454"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast-Tweed%20Heads> "2011" "579909"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast-Tweed%20Heads> "2011" "557822"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Adelaide> "2011" "1262940"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Brisbane> "2011" "2146577"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Darwin> "2011" "129062"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Hobart> "2011" "216276"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Melbourne> "2011" "4169103"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Perth> "2011" "1832114"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Sydney> "2011" "4605992"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2011" "268944"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2011" "200501"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2011" "211656"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2011" "3847570"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2011" "3999982"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2011" "398770"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle-Maitland> "2011" "413962"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2011" "1670953"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2011" "1728866"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2011" "279870"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2011" "270770"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2011" "4028524"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2011" "4391673"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2011" "108933"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2011" "105984"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2011" "167847"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2011" "162292"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wollongong> "2011" "280705"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2010" "1203186"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2010" "106052"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2010" "2043185"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2010" "150920"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2010" "358222"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra-Queanbeyan> "2010" "410419"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2010" "127532"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2010" "178650"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast-Tweed%20Heads> "2010" "591473"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2010" "292190"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2010" "214705"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2010" "106153"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2010" "4077036"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2010" "546788"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2010" "1696065"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2010" "251081"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2010" "4575532"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2010" "131258"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2010" "172316"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2009" "1187466"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2009" "104609"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2009" "2004262"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2009" "147118"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2009" "351868"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2009" "124760"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2009" "175803"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast-Tweed%20Heads> "2009" "577977"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2009" "288984"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2009" "212019"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2009" "105445"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2009" "3995537"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2009" "540796"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2009" "1658992"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2009" "245309"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2009" "4504469"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2009" "128600"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2009" "168402"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2008" "1172105"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2008" "102894"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2008" "1945639"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2008" "142001"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2008" "345257"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2008" "120652"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2008" "172300"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast> "2008" "493425"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2008" "284169"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2008" "209287"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2008" "104649"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2008" "3892419"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2008" "531191"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2008" "1602559"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2008" "237562"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2008" "4399722"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2008" "125339"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2008" "162730"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2007" "1158259"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2007" "101842"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2007" "1857594"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2007" "135856"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2007" "339573"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2007" "117395"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2007" "169544"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast> "2007" "583657"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2007" "280159"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2007" "207484"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2007" "104071"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2007" "3806092"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2007" "523662"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2007" "1554769"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2007" "230429"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2007" "4336374"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2007" "123406"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2007" "157174"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2006" "1040717"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2006" "1105840"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2006" "1676390"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2006" "1763136"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2006" "322036"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2006" "323056"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Central%20Coast> "2006" "282725"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2006" "105994"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2006" "137222"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast-Tweed%20Heads> "2006" "402647"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2006" "234482"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2006" "128579"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2006" "200525"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2006" "3371888"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2006" "3592592"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2006" "288733"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2006" "1256037"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2006" "1445078"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2006" "184662"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2006" "3641418"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2006" "4119189"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2006" "128806"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2005" "1129145"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2005" "100175"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2005" "1790921"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2005" "123775"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2005" "325405"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2005" "111179"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2005" "165827"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast> "2005" "540115"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2005" "274838"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2005" "203527"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2005" "103221"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2005" "3635508"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2005" "508597"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2005" "1478039"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2005" "215059"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2005" "4255954"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2005" "119486"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2005" "149207"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2004" "1123199"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2004" "101602"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2004" "1777667"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2004" "120483"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2004" "323743"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2004" "109432"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2004" "164134"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast> "2004" "470408"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2004" "273870"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2004" "202182"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2004" "102007"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2004" "3592975"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2004" "504656"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Perth%20%26%20Kinross> "2004" "1454606"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunshine%20Coast> "2004" "207553"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sydney> "2004" "4225088"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toowoomba> "2004" "116266"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Townsville> "2004" "144417"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Adelaide> "2003" "1119097"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albury-Wodonga> "2003" "100182"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brisbane> "2003" "1735181"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cairns> "2003" "117531"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Canberra> "2003" "323004"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Darwin> "2003" "108039"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Geelong> "2003" "162637"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gold%20Coast> "2003" "456908"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greater%20Wollongong> "2003" "273234"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hobart> "2003" "199926"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Launceston> "2003" "100664"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Melbourne> "2003" "3555321"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newcastle_upon_Tyne> "2003" "501335"^^<http://www.w3.org/2001/XMLSchema#double> .
